round,year,quarter,forecaster,target,point
2001Q3,2001,3,24,2002Jun,1.5
2001Q3,2001,3,26,2002Jun,1.3
2001Q3,2001,3,28,2002Jun,1.7
2001Q3,2001,3,29,2002Jun,1.8
2001Q3,2001,3,30,2002Jun,
2001Q3,2001,3,31,2002Jun,1.3
2001Q3,2001,3,32,2002Jun,1.7
2001Q3,2001,3,33,2002Jun,2.0
2001Q3,2001,3,35,2002Jun,2.1
2001Q3,2001,3,36,2002Jun,2.0
2001Q3,2001,3,37,2002Jun,1.7
2001Q3,2001,3,39,2002Jun,2.2
2001Q3,2001,3,41,2002Jun,1.6
2001Q3,2001,3,42,2002Jun,1.7
2001Q3,2001,3,45,2002Jun,
2001Q3,2001,3,47,2002Jun,1.8
2001Q3,2001,3,49,2002Jun,1.6
2001Q3,2001,3,53,2002Jun,1.4
2001Q3,2001,3,54,2002Jun,1.5
2001Q3,2001,3,56,2002Jun,1.2
2001Q3,2001,3,57,2002Jun,1.8
2001Q3,2001,3,59,2002Jun,1.3
2001Q3,2001,3,61,2002Jun,1.7
2001Q3,2001,3,63,2002Jun,
2001Q3,2001,3,68,2002Jun,1.9
2001Q3,2001,3,70,2002Jun,1.7
2001Q3,2001,3,73,2002Jun,2.0
2001Q3,2001,3,80,2002Jun,2.1
2001Q3,2001,3,84,2002Jun,2.0
2001Q3,2001,3,85,2002Jun,1.9
2001Q3,2001,3,87,2002Jun,1.2
2001Q3,2001,3,89,2002Jun,2.1
2001Q3,2001,3,90,2002Jun,1.9
2001Q3,2001,3,91,2002Jun,2.4
2001Q3,2001,3,92,2002Jun,1.8
2001Q3,2001,3,93,2002Jun,2.2
2001Q3,2001,3,94,2002Jun,2.8
2001Q3,2001,3,95,2002Jun,2.2
2001Q3,2001,3,96,2002Jun,2.1
2001Q4,2001,4,1,2002Sep,2.2
2001Q4,2001,4,2,2002Sep,2.0
2001Q4,2001,4,3,2002Sep,1.6
2001Q4,2001,4,4,2002Sep,1.4
2001Q4,2001,4,5,2002Sep,1.6
2001Q4,2001,4,9,2002Sep,1.8
2001Q4,2001,4,10,2002Sep,1.9
2001Q4,2001,4,11,2002Sep,1.0
2001Q4,2001,4,15,2002Sep,1.9
2001Q4,2001,4,17,2002Sep,1.8
2001Q4,2001,4,19,2002Sep,1.7
2001Q4,2001,4,22,2002Sep,1.3
2001Q4,2001,4,24,2002Sep,1.4
2001Q4,2001,4,26,2002Sep,1.3
2001Q4,2001,4,28,2002Sep,1.0
2001Q4,2001,4,29,2002Sep,1.5
2001Q4,2001,4,30,2002Sep,
2001Q4,2001,4,31,2002Sep,1.5
2001Q4,2001,4,32,2002Sep,1.5
2001Q4,2001,4,33,2002Sep,2.0
2001Q4,2001,4,35,2002Sep,1.8
2001Q4,2001,4,36,2002Sep,2.0
2001Q4,2001,4,37,2002Sep,1.9
2001Q4,2001,4,39,2002Sep,1.5
2001Q4,2001,4,40,2002Sep,1.5
2001Q4,2001,4,41,2002Sep,1.6
2001Q4,2001,4,42,2002Sep,1.3
2001Q4,2001,4,45,2002Sep,
2001Q4,2001,4,47,2002Sep,1.5
2001Q4,2001,4,48,2002Sep,1.6
2001Q4,2001,4,50,2002Sep,1.5
2001Q4,2001,4,53,2002Sep,1.4
2001Q4,2001,4,54,2002Sep,1.6
2001Q4,2001,4,57,2002Sep,1.8
2001Q4,2001,4,61,2002Sep,1.1
2001Q4,2001,4,62,2002Sep,
2001Q4,2001,4,63,2002Sep,1.0
2001Q4,2001,4,64,2002Sep,1.9
2001Q4,2001,4,68,2002Sep,1.6
2001Q4,2001,4,71,2002Sep,1.2
2001Q4,2001,4,72,2002Sep,1.4
2001Q4,2001,4,73,2002Sep,1.8
2001Q4,2001,4,76,2002Sep,1.7
2001Q4,2001,4,80,2002Sep,1.8
2001Q4,2001,4,85,2002Sep,1.7
2001Q4,2001,4,87,2002Sep,1.1
2001Q4,2001,4,89,2002Sep,1.8
2001Q4,2001,4,90,2002Sep,2.7
2001Q4,2001,4,91,2002Sep,1.9
2001Q4,2001,4,92,2002Sep,1.8
2001Q4,2001,4,93,2002Sep,1.7
2001Q4,2001,4,94,2002Sep,2.0
2001Q4,2001,4,95,2002Sep,1.3
2001Q4,2001,4,96,2002Sep,2.1
2002Q1,2002,1,1,2002Dec,1.9
2002Q1,2002,1,2,2002Dec,2.0
2002Q1,2002,1,3,2002Dec,1.7
2002Q1,2002,1,4,2002Dec,1.7
2002Q1,2002,1,7,2002Dec,1.5
2002Q1,2002,1,10,2002Dec,
2002Q1,2002,1,11,2002Dec,1.2
2002Q1,2002,1,14,2002Dec,1.5
2002Q1,2002,1,15,2002Dec,1.75
2002Q1,2002,1,16,2002Dec,1.9
2002Q1,2002,1,17,2002Dec,1.5
2002Q1,2002,1,20,2002Dec,1.2
2002Q1,2002,1,22,2002Dec,1.6
2002Q1,2002,1,26,2002Dec,1.5
2002Q1,2002,1,28,2002Dec,1.9
2002Q1,2002,1,29,2002Dec,1.7
2002Q1,2002,1,30,2002Dec,
2002Q1,2002,1,31,2002Dec,1.7
2002Q1,2002,1,32,2002Dec,1.6
2002Q1,2002,1,33,2002Dec,1.7
2002Q1,2002,1,35,2002Dec,2.1
2002Q1,2002,1,36,2002Dec,1.9
2002Q1,2002,1,37,2002Dec,2.0
2002Q1,2002,1,39,2002Dec,2.3
2002Q1,2002,1,40,2002Dec,1.5
2002Q1,2002,1,41,2002Dec,1.8
2002Q1,2002,1,42,2002Dec,1.7
2002Q1,2002,1,47,2002Dec,1.9
2002Q1,2002,1,48,2002Dec,1.7
2002Q1,2002,1,50,2002Dec,1.8
2002Q1,2002,1,52,2002Dec,1.4
2002Q1,2002,1,53,2002Dec,1.9
2002Q1,2002,1,54,2002Dec,1.8
2002Q1,2002,1,56,2002Dec,1.7
2002Q1,2002,1,57,2002Dec,1.7
2002Q1,2002,1,59,2002Dec,0.8
2002Q1,2002,1,61,2002Dec,1.3
2002Q1,2002,1,62,2002Dec,
2002Q1,2002,1,63,2002Dec,1.5
2002Q1,2002,1,64,2002Dec,
2002Q1,2002,1,65,2002Dec,2.0
2002Q1,2002,1,68,2002Dec,
2002Q1,2002,1,72,2002Dec,1.5
2002Q1,2002,1,73,2002Dec,1.6
2002Q1,2002,1,76,2002Dec,2.1
2002Q1,2002,1,80,2002Dec,1.9
2002Q1,2002,1,84,2002Dec,1.7
2002Q1,2002,1,85,2002Dec,2.2
2002Q1,2002,1,87,2002Dec,1.5
2002Q1,2002,1,89,2002Dec,1.7
2002Q1,2002,1,90,2002Dec,2.4
2002Q1,2002,1,91,2002Dec,1.9
2002Q1,2002,1,92,2002Dec,2.1
2002Q1,2002,1,93,2002Dec,1.8
2002Q1,2002,1,94,2002Dec,2.3
2002Q1,2002,1,95,2002Dec,1.5
2002Q1,2002,1,96,2002Dec,1.9
2002Q2,2002,2,1,2003Mar,1.6
2002Q2,2002,2,2,2003Mar,2.0
2002Q2,2002,2,3,2003Mar,1.8
2002Q2,2002,2,4,2003Mar,1.5
2002Q2,2002,2,5,2003Mar,1.7
2002Q2,2002,2,7,2003Mar,1.9
2002Q2,2002,2,9,2003Mar,2.0
2002Q2,2002,2,10,2003Mar,
2002Q2,2002,2,11,2003Mar,1.4
2002Q2,2002,2,14,2003Mar,1.7
2002Q2,2002,2,15,2003Mar,1.7
2002Q2,2002,2,16,2003Mar,1.8
2002Q2,2002,2,17,2003Mar,1.6
2002Q2,2002,2,19,2003Mar,1.7
2002Q2,2002,2,20,2003Mar,
2002Q2,2002,2,22,2003Mar,1.6
2002Q2,2002,2,24,2003Mar,2.1
2002Q2,2002,2,26,2003Mar,2.0
2002Q2,2002,2,28,2003Mar,2.5
2002Q2,2002,2,29,2003Mar,1.5
2002Q2,2002,2,31,2003Mar,1.5
2002Q2,2002,2,32,2003Mar,1.6
2002Q2,2002,2,33,2003Mar,1.8
2002Q2,2002,2,35,2003Mar,2.3
2002Q2,2002,2,36,2003Mar,1.9
2002Q2,2002,2,37,2003Mar,2.0
2002Q2,2002,2,39,2003Mar,2.2
2002Q2,2002,2,41,2003Mar,1.8
2002Q2,2002,2,42,2003Mar,1.7
2002Q2,2002,2,45,2003Mar,
2002Q2,2002,2,47,2003Mar,2.2
2002Q2,2002,2,48,2003Mar,1.8
2002Q2,2002,2,49,2003Mar,1.4
2002Q2,2002,2,50,2003Mar,1.7
2002Q2,2002,2,52,2003Mar,
2002Q2,2002,2,53,2003Mar,1.9
2002Q2,2002,2,54,2003Mar,1.9
2002Q2,2002,2,56,2003Mar,2.0
2002Q2,2002,2,57,2003Mar,2.0
2002Q2,2002,2,60,2003Mar,1.7
2002Q2,2002,2,63,2003Mar,1.6
2002Q2,2002,2,64,2003Mar,2.0
2002Q2,2002,2,66,2003Mar,2.6
2002Q2,2002,2,67,2003Mar,3.0
2002Q2,2002,2,68,2003Mar,
2002Q2,2002,2,70,2003Mar,1.6
2002Q2,2002,2,73,2003Mar,1.6
2002Q2,2002,2,76,2003Mar,1.9
2002Q2,2002,2,80,2003Mar,2.4
2002Q2,2002,2,84,2003Mar,1.8
2002Q2,2002,2,85,2003Mar,1.7
2002Q2,2002,2,87,2003Mar,1.6
2002Q2,2002,2,89,2003Mar,1.9
2002Q2,2002,2,90,2003Mar,2.3
2002Q2,2002,2,92,2003Mar,2.0
2002Q2,2002,2,93,2003Mar,1.9
2002Q2,2002,2,94,2003Mar,2.2
2002Q2,2002,2,95,2003Mar,1.9
2002Q2,2002,2,96,2003Mar,2.4
2002Q3,2002,3,2,2003Jun,2.0
2002Q3,2002,3,4,2003Jun,1.7
2002Q3,2002,3,5,2003Jun,1.7
2002Q3,2002,3,9,2003Jun,1.7
2002Q3,2002,3,10,2003Jun,1.8
2002Q3,2002,3,11,2003Jun,1.6
2002Q3,2002,3,14,2003Jun,1.5
2002Q3,2002,3,15,2003Jun,1.6
2002Q3,2002,3,17,2003Jun,1.6
2002Q3,2002,3,19,2003Jun,1.8
2002Q3,2002,3,22,2003Jun,1.8
2002Q3,2002,3,24,2003Jun,1.8
2002Q3,2002,3,26,2003Jun,1.5
2002Q3,2002,3,28,2003Jun,1.3
2002Q3,2002,3,29,2003Jun,1.5
2002Q3,2002,3,30,2003Jun,1.7
2002Q3,2002,3,31,2003Jun,1.5
2002Q3,2002,3,32,2003Jun,1.9
2002Q3,2002,3,33,2003Jun,2.0
2002Q3,2002,3,35,2003Jun,2.3
2002Q3,2002,3,36,2003Jun,1.8
2002Q3,2002,3,37,2003Jun,2.0
2002Q3,2002,3,39,2003Jun,1.7
2002Q3,2002,3,41,2003Jun,1.7
2002Q3,2002,3,42,2003Jun,1.6
2002Q3,2002,3,45,2003Jun,
2002Q3,2002,3,47,2003Jun,1.7
2002Q3,2002,3,48,2003Jun,1.9
2002Q3,2002,3,52,2003Jun,1.5
2002Q3,2002,3,53,2003Jun,1.5
2002Q3,2002,3,54,2003Jun,2.0
2002Q3,2002,3,56,2003Jun,1.9
2002Q3,2002,3,57,2003Jun,1.8
2002Q3,2002,3,59,2003Jun,1.3
2002Q3,2002,3,60,2003Jun,1.8
2002Q3,2002,3,61,2003Jun,1.6
2002Q3,2002,3,63,2003Jun,
2002Q3,2002,3,66,2003Jun,2.5
2002Q3,2002,3,71,2003Jun,1.6
2002Q3,2002,3,73,2003Jun,
2002Q3,2002,3,76,2003Jun,1.5
2002Q3,2002,3,80,2003Jun,1.5
2002Q3,2002,3,84,2003Jun,2.0
2002Q3,2002,3,85,2003Jun,2.4
2002Q3,2002,3,87,2003Jun,1.95
2002Q3,2002,3,89,2003Jun,2.1
2002Q3,2002,3,90,2003Jun,2.0
2002Q3,2002,3,91,2003Jun,1.8
2002Q3,2002,3,92,2003Jun,1.9
2002Q3,2002,3,93,2003Jun,1.9
2002Q3,2002,3,94,2003Jun,1.7
2002Q3,2002,3,95,2003Jun,1.8
2002Q3,2002,3,96,2003Jun,2.4
2002Q4,2002,4,1,2003Sep,1.6
2002Q4,2002,4,2,2003Sep,2.0
2002Q4,2002,4,3,2003Sep,2.0
2002Q4,2002,4,4,2003Sep,1.7
2002Q4,2002,4,5,2003Sep,
2002Q4,2002,4,7,2003Sep,1.8
2002Q4,2002,4,10,2003Sep,1.9
2002Q4,2002,4,11,2003Sep,1.7
2002Q4,2002,4,14,2003Sep,1.5
2002Q4,2002,4,15,2003Sep,1.7
2002Q4,2002,4,16,2003Sep,1.6
2002Q4,2002,4,17,2003Sep,1.7
2002Q4,2002,4,19,2003Sep,1.8
2002Q4,2002,4,20,2003Sep,1.8
2002Q4,2002,4,22,2003Sep,1.7
2002Q4,2002,4,24,2003Sep,1.3
2002Q4,2002,4,26,2003Sep,1.7
2002Q4,2002,4,28,2003Sep,1.3
2002Q4,2002,4,29,2003Sep,1.5
2002Q4,2002,4,30,2003Sep,
2002Q4,2002,4,31,2003Sep,2.0
2002Q4,2002,4,32,2003Sep,1.9
2002Q4,2002,4,33,2003Sep,2.0
2002Q4,2002,4,35,2003Sep,2.3
2002Q4,2002,4,36,2003Sep,1.8
2002Q4,2002,4,37,2003Sep,1.8
2002Q4,2002,4,41,2003Sep,1.8
2002Q4,2002,4,42,2003Sep,1.7
2002Q4,2002,4,45,2003Sep,
2002Q4,2002,4,47,2003Sep,2.1
2002Q4,2002,4,48,2003Sep,
2002Q4,2002,4,49,2003Sep,1.3
2002Q4,2002,4,52,2003Sep,1.6
2002Q4,2002,4,53,2003Sep,1.9
2002Q4,2002,4,54,2003Sep,1.7
2002Q4,2002,4,56,2003Sep,1.6
2002Q4,2002,4,59,2003Sep,1.7
2002Q4,2002,4,60,2003Sep,1.8
2002Q4,2002,4,61,2003Sep,2.0
2002Q4,2002,4,63,2003Sep,
2002Q4,2002,4,64,2003Sep,
2002Q4,2002,4,66,2003Sep,
2002Q4,2002,4,67,2003Sep,2.3
2002Q4,2002,4,68,2003Sep,
2002Q4,2002,4,70,2003Sep,1.8
2002Q4,2002,4,71,2003Sep,1.8
2002Q4,2002,4,72,2003Sep,1.7
2002Q4,2002,4,73,2003Sep,1.7
2002Q4,2002,4,76,2003Sep,1.7
2002Q4,2002,4,80,2003Sep,1.7
2002Q4,2002,4,84,2003Sep,1.9
2002Q4,2002,4,85,2003Sep,2.3
2002Q4,2002,4,87,2003Sep,1.9
2002Q4,2002,4,89,2003Sep,1.8
2002Q4,2002,4,90,2003Sep,2.1
2002Q4,2002,4,91,2003Sep,2.3
2002Q4,2002,4,92,2003Sep,2.1
2002Q4,2002,4,93,2003Sep,1.8
2002Q4,2002,4,94,2003Sep,1.8
2002Q4,2002,4,95,2003Sep,1.8
2002Q4,2002,4,96,2003Sep,2.1
2003Q1,2003,1,1,2003Dec,1.8
2003Q1,2003,1,3,2003Dec,1.7
2003Q1,2003,1,4,2003Dec,1.7
2003Q1,2003,1,5,2003Dec,1.8
2003Q1,2003,1,7,2003Dec,1.7
2003Q1,2003,1,10,2003Dec,1.65713259
2003Q1,2003,1,11,2003Dec,1.6
2003Q1,2003,1,14,2003Dec,1.5
2003Q1,2003,1,15,2003Dec,1.7
2003Q1,2003,1,16,2003Dec,1.7
2003Q1,2003,1,17,2003Dec,1.7
2003Q1,2003,1,19,2003Dec,1.6
2003Q1,2003,1,20,2003Dec,1.5
2003Q1,2003,1,22,2003Dec,1.5
2003Q1,2003,1,23,2003Dec,1.4
2003Q1,2003,1,24,2003Dec,1.3
2003Q1,2003,1,26,2003Dec,1.7
2003Q1,2003,1,30,2003Dec,
2003Q1,2003,1,31,2003Dec,1.8
2003Q1,2003,1,32,2003Dec,1.9
2003Q1,2003,1,33,2003Dec,2.0
2003Q1,2003,1,35,2003Dec,2.2
2003Q1,2003,1,36,2003Dec,1.9
2003Q1,2003,1,37,2003Dec,1.8
2003Q1,2003,1,39,2003Dec,1.9
2003Q1,2003,1,41,2003Dec,1.8
2003Q1,2003,1,42,2003Dec,1.7
2003Q1,2003,1,47,2003Dec,1.7
2003Q1,2003,1,52,2003Dec,1.2
2003Q1,2003,1,53,2003Dec,1.8
2003Q1,2003,1,54,2003Dec,1.4
2003Q1,2003,1,56,2003Dec,1.8
2003Q1,2003,1,57,2003Dec,1.8
2003Q1,2003,1,59,2003Dec,1.5
2003Q1,2003,1,60,2003Dec,1.8
2003Q1,2003,1,61,2003Dec,2.0
2003Q1,2003,1,63,2003Dec,1.5
2003Q1,2003,1,67,2003Dec,2.4
2003Q1,2003,1,68,2003Dec,
2003Q1,2003,1,70,2003Dec,1.8
2003Q1,2003,1,71,2003Dec,1.6
2003Q1,2003,1,72,2003Dec,1.7
2003Q1,2003,1,73,2003Dec,1.6
2003Q1,2003,1,76,2003Dec,1.5
2003Q1,2003,1,80,2003Dec,1.6
2003Q1,2003,1,84,2003Dec,1.8
2003Q1,2003,1,85,2003Dec,2.3
2003Q1,2003,1,87,2003Dec,1.5
2003Q1,2003,1,89,2003Dec,2.2
2003Q1,2003,1,90,2003Dec,2.1
2003Q1,2003,1,91,2003Dec,2.5
2003Q1,2003,1,92,2003Dec,2.1
2003Q1,2003,1,93,2003Dec,1.7
2003Q1,2003,1,94,2003Dec,1.8
2003Q1,2003,1,95,2003Dec,1.7
2003Q1,2003,1,96,2003Dec,2.2
2003Q2,2003,2,3,2004Mar,1.8
2003Q2,2003,2,4,2004Mar,1.3
2003Q2,2003,2,5,2004Mar,1.7
2003Q2,2003,2,7,2004Mar,1.0
2003Q2,2003,2,9,2004Mar,2.0
2003Q2,2003,2,11,2004Mar,1.3
2003Q2,2003,2,14,2004Mar,1.3
2003Q2,2003,2,16,2004Mar,1.8
2003Q2,2003,2,17,2004Mar,1.5
2003Q2,2003,2,20,2004Mar,1.3
2003Q2,2003,2,22,2004Mar,1.4
2003Q2,2003,2,23,2004Mar,1.0
2003Q2,2003,2,24,2004Mar,1.0
2003Q2,2003,2,26,2004Mar,1.3
2003Q2,2003,2,29,2004Mar,1.5
2003Q2,2003,2,30,2004Mar,
2003Q2,2003,2,31,2004Mar,1.7
2003Q2,2003,2,32,2004Mar,1.8
2003Q2,2003,2,33,2004Mar,2.0
2003Q2,2003,2,35,2004Mar,2.2
2003Q2,2003,2,37,2004Mar,1.9
2003Q2,2003,2,41,2004Mar,1.8
2003Q2,2003,2,47,2004Mar,1.4
2003Q2,2003,2,48,2004Mar,1.7
2003Q2,2003,2,50,2004Mar,1.6
2003Q2,2003,2,52,2004Mar,1.3
2003Q2,2003,2,53,2004Mar,1.7
2003Q2,2003,2,54,2004Mar,1.2
2003Q2,2003,2,56,2004Mar,1.2
2003Q2,2003,2,57,2004Mar,1.9
2003Q2,2003,2,59,2004Mar,1.4
2003Q2,2003,2,60,2004Mar,1.5
2003Q2,2003,2,62,2004Mar,
2003Q2,2003,2,63,2004Mar,
2003Q2,2003,2,67,2004Mar,2.4
2003Q2,2003,2,68,2004Mar,
2003Q2,2003,2,71,2004Mar,1.5
2003Q2,2003,2,72,2004Mar,1.3
2003Q2,2003,2,73,2004Mar,1.0
2003Q2,2003,2,76,2004Mar,0.9
2003Q2,2003,2,80,2004Mar,
2003Q2,2003,2,82,2004Mar,1.5
2003Q2,2003,2,84,2004Mar,1.8
2003Q2,2003,2,85,2004Mar,1.6
2003Q2,2003,2,87,2004Mar,1.2
2003Q2,2003,2,89,2004Mar,1.7
2003Q2,2003,2,90,2004Mar,1.6
2003Q2,2003,2,91,2004Mar,1.8
2003Q2,2003,2,92,2004Mar,1.6
2003Q2,2003,2,93,2004Mar,2.1
2003Q2,2003,2,94,2004Mar,2.0
2003Q2,2003,2,95,2004Mar,1.6
2003Q2,2003,2,96,2004Mar,2.1
2003Q3,2003,3,1,2004Jun,
2003Q3,2003,3,2,2004Jun,1.8
2003Q3,2003,3,4,2004Jun,1.5
2003Q3,2003,3,7,2004Jun,
2003Q3,2003,3,9,2004Jun,1.7
2003Q3,2003,3,10,2004Jun,1.57856433
2003Q3,2003,3,11,2004Jun,1.3
2003Q3,2003,3,14,2004Jun,1.1
2003Q3,2003,3,15,2004Jun,1.4
2003Q3,2003,3,16,2004Jun,1.5
2003Q3,2003,3,17,2004Jun,0.6
2003Q3,2003,3,19,2004Jun,1.3
2003Q3,2003,3,20,2004Jun,1.7
2003Q3,2003,3,23,2004Jun,1.7
2003Q3,2003,3,24,2004Jun,1.0
2003Q3,2003,3,26,2004Jun,1.5
2003Q3,2003,3,29,2004Jun,1.4
2003Q3,2003,3,30,2004Jun,
2003Q3,2003,3,32,2004Jun,1.7
2003Q3,2003,3,33,2004Jun,1.8
2003Q3,2003,3,35,2004Jun,1.9
2003Q3,2003,3,36,2004Jun,2.2
2003Q3,2003,3,37,2004Jun,1.8
2003Q3,2003,3,39,2004Jun,1.6
2003Q3,2003,3,41,2004Jun,1.6
2003Q3,2003,3,42,2004Jun,1.7
2003Q3,2003,3,45,2004Jun,
2003Q3,2003,3,47,2004Jun,1.5
2003Q3,2003,3,48,2004Jun,
2003Q3,2003,3,52,2004Jun,1.5
2003Q3,2003,3,53,2004Jun,1.4
2003Q3,2003,3,54,2004Jun,1.2
2003Q3,2003,3,56,2004Jun,1.5
2003Q3,2003,3,57,2004Jun,1.6
2003Q3,2003,3,59,2004Jun,1.1
2003Q3,2003,3,60,2004Jun,1.5
2003Q3,2003,3,63,2004Jun,1.3
2003Q3,2003,3,71,2004Jun,1.1
2003Q3,2003,3,72,2004Jun,1.5
2003Q3,2003,3,73,2004Jun,1.5
2003Q3,2003,3,76,2004Jun,1.0
2003Q3,2003,3,80,2004Jun,0.9
2003Q3,2003,3,82,2004Jun,1.1
2003Q3,2003,3,84,2004Jun,1.5
2003Q3,2003,3,85,2004Jun,1.9
2003Q3,2003,3,87,2004Jun,1.5
2003Q3,2003,3,89,2004Jun,1.7
2003Q3,2003,3,90,2004Jun,1.4
2003Q3,2003,3,91,2004Jun,1.9
2003Q3,2003,3,92,2004Jun,1.8
2003Q3,2003,3,93,2004Jun,1.9
2003Q3,2003,3,94,2004Jun,
2003Q3,2003,3,95,2004Jun,1.6
2003Q3,2003,3,96,2004Jun,1.9
2003Q4,2003,4,1,2004Sep,1.5
2003Q4,2003,4,3,2004Sep,1.8
2003Q4,2003,4,4,2004Sep,1.6
2003Q4,2003,4,5,2004Sep,1.8
2003Q4,2003,4,7,2004Sep,1.4
2003Q4,2003,4,10,2004Sep,1.59467053
2003Q4,2003,4,11,2004Sep,1.7
2003Q4,2003,4,14,2004Sep,1.5
2003Q4,2003,4,15,2004Sep,1.5
2003Q4,2003,4,16,2004Sep,1.6
2003Q4,2003,4,17,2004Sep,0.8
2003Q4,2003,4,19,2004Sep,1.2
2003Q4,2003,4,20,2004Sep,1.8
2003Q4,2003,4,22,2004Sep,1.8
2003Q4,2003,4,23,2004Sep,1.5
2003Q4,2003,4,24,2004Sep,1.3
2003Q4,2003,4,26,2004Sep,1.9
2003Q4,2003,4,29,2004Sep,1.5
2003Q4,2003,4,30,2004Sep,
2003Q4,2003,4,31,2004Sep,1.5
2003Q4,2003,4,32,2004Sep,1.8
2003Q4,2003,4,33,2004Sep,1.8
2003Q4,2003,4,35,2004Sep,1.9
2003Q4,2003,4,36,2004Sep,2.2
2003Q4,2003,4,37,2004Sep,2.0
2003Q4,2003,4,38,2004Sep,1.6
2003Q4,2003,4,39,2004Sep,1.2
2003Q4,2003,4,40,2004Sep,
2003Q4,2003,4,41,2004Sep,1.8
2003Q4,2003,4,42,2004Sep,1.8
2003Q4,2003,4,45,2004Sep,
2003Q4,2003,4,47,2004Sep,2.1
2003Q4,2003,4,48,2004Sep,2.1
2003Q4,2003,4,49,2004Sep,1.6
2003Q4,2003,4,50,2004Sep,1.9
2003Q4,2003,4,52,2004Sep,1.5
2003Q4,2003,4,53,2004Sep,1.6
2003Q4,2003,4,54,2004Sep,1.9
2003Q4,2003,4,56,2004Sep,1.8
2003Q4,2003,4,57,2004Sep,
2003Q4,2003,4,59,2004Sep,1.2
2003Q4,2003,4,60,2004Sep,1.4
2003Q4,2003,4,61,2004Sep,1.4
2003Q4,2003,4,62,2004Sep,
2003Q4,2003,4,67,2004Sep,2.0
2003Q4,2003,4,68,2004Sep,
2003Q4,2003,4,70,2004Sep,
2003Q4,2003,4,73,2004Sep,1.7
2003Q4,2003,4,76,2004Sep,1.1
2003Q4,2003,4,80,2004Sep,
2003Q4,2003,4,82,2004Sep,1.1
2003Q4,2003,4,84,2004Sep,1.6
2003Q4,2003,4,85,2004Sep,1.7
2003Q4,2003,4,88,2004Sep,1.6
2003Q4,2003,4,89,2004Sep,1.5
2003Q4,2003,4,90,2004Sep,1.5
2003Q4,2003,4,91,2004Sep,1.9
2003Q4,2003,4,92,2004Sep,1.6
2003Q4,2003,4,93,2004Sep,1.9
2003Q4,2003,4,94,2004Sep,2.0
2003Q4,2003,4,95,2004Sep,1.6
2003Q4,2003,4,96,2004Sep,2.0
2004Q1,2004,1,1,2004Dec,1.5
2004Q1,2004,1,2,2004Dec,1.6
2004Q1,2004,1,4,2004Dec,1.8
2004Q1,2004,1,7,2004Dec,1.6
2004Q1,2004,1,9,2004Dec,1.8
2004Q1,2004,1,11,2004Dec,1.5
2004Q1,2004,1,14,2004Dec,1.5
2004Q1,2004,1,15,2004Dec,1.5
2004Q1,2004,1,16,2004Dec,1.9
2004Q1,2004,1,17,2004Dec,1.0
2004Q1,2004,1,18,2004Dec,2.0
2004Q1,2004,1,20,2004Dec,1.6
2004Q1,2004,1,22,2004Dec,1.7
2004Q1,2004,1,23,2004Dec,1.8
2004Q1,2004,1,24,2004Dec,1.7
2004Q1,2004,1,26,2004Dec,1.5
2004Q1,2004,1,28,2004Dec,1.7
2004Q1,2004,1,29,2004Dec,1.3
2004Q1,2004,1,30,2004Dec,1.8
2004Q1,2004,1,31,2004Dec,1.6
2004Q1,2004,1,32,2004Dec,1.8
2004Q1,2004,1,33,2004Dec,
2004Q1,2004,1,35,2004Dec,2.0
2004Q1,2004,1,38,2004Dec,1.5
2004Q1,2004,1,39,2004Dec,1.9
2004Q1,2004,1,41,2004Dec,1.8
2004Q1,2004,1,42,2004Dec,1.8
2004Q1,2004,1,45,2004Dec,
2004Q1,2004,1,47,2004Dec,1.9
2004Q1,2004,1,48,2004Dec,
2004Q1,2004,1,49,2004Dec,1.7
2004Q1,2004,1,50,2004Dec,1.8
2004Q1,2004,1,53,2004Dec,1.8
2004Q1,2004,1,54,2004Dec,1.6
2004Q1,2004,1,56,2004Dec,1.7
2004Q1,2004,1,57,2004Dec,
2004Q1,2004,1,59,2004Dec,1.3
2004Q1,2004,1,60,2004Dec,1.4
2004Q1,2004,1,61,2004Dec,2.0
2004Q1,2004,1,63,2004Dec,1.5
2004Q1,2004,1,65,2004Dec,
2004Q1,2004,1,67,2004Dec,2.0
2004Q1,2004,1,68,2004Dec,
2004Q1,2004,1,70,2004Dec,1.6
2004Q1,2004,1,71,2004Dec,1.8
2004Q1,2004,1,73,2004Dec,1.8
2004Q1,2004,1,76,2004Dec,1.1
2004Q1,2004,1,80,2004Dec,1.7
2004Q1,2004,1,82,2004Dec,1.3
2004Q1,2004,1,84,2004Dec,1.7
2004Q1,2004,1,85,2004Dec,1.8
2004Q1,2004,1,88,2004Dec,1.7
2004Q1,2004,1,89,2004Dec,1.7
2004Q1,2004,1,90,2004Dec,2.0
2004Q1,2004,1,91,2004Dec,2.0
2004Q1,2004,1,92,2004Dec,1.5
2004Q1,2004,1,93,2004Dec,1.9
2004Q1,2004,1,94,2004Dec,2.1
2004Q1,2004,1,95,2004Dec,1.6
2004Q1,2004,1,96,2004Dec,1.8
2004Q1,2004,1,97,2004Dec,1.8
2004Q2,2004,2,1,2005Mar,1.8
2004Q2,2004,2,2,2005Mar,2.0
2004Q2,2004,2,3,2005Mar,2.0
2004Q2,2004,2,4,2005Mar,1.8
2004Q2,2004,2,5,2005Mar,
